id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,attack,ability,text,weakness,retreat,rule
A1-243,A1,243,Weezing,A1,Genetic Apex,Art Rare,Darkness,Pokemon,a1-243-weezing,110,Stage 1,"[{""info"": ""{D} Tackle 30"", ""effect"": """"}]","[{""info"": ""Gas Leak"", ""effect"": ""Once during your turn, if this Pok\u00e9mon is in the Active Spot, you may make your opponent\u2019s Active Pok\u00e9mon Poisoned.""}]","If one of the twin Koffing inflates, the other one<br />deflates. It constantly mixes its poisonous gases.",Fighting,3,
A1-244,A1,244,Dragonite,A1,Genetic Apex,Art Rare,Dragon,Pokemon,a1-244-dragonite,160,Stage 2,"[{""info"": ""{WLCC} Draco Meteor"", ""effect"": ""1 of your opponent's Pok\u00e9mon is chosen at random 4 times. For each time a Pok\u00e9mon was chosen, do 50 damage to it.""}]",[],It is said that somewhere in the ocean lies an<br />island where these gather. Only they live there.,UNSPECIFIED,3,
A1-245,A1,245,Pidgeot,A1,Genetic Apex,Art Rare,Colorless,Pokemon,a1-245-pidgeot,130,Stage 2,"[{""info"": ""{CC} Wing Attack 70"", ""effect"": """"}]","[{""info"": ""Drive Off"", ""effect"": ""Once during your turn, you may switch out your opponent\u2019s Active Pok\u00e9mon to the Bench.\u00a0<em>(Your opponent chooses the new Active Pok\u00e9mon.)</em>""}]","When hunting, it skims the surface of water<br />at high speed to pick off unwary prey such<br />as Magikarp.",Lightning,1,
A1-247,A1,247,Ditto,A1,Genetic Apex,Art Rare,Colorless,Pokemon,a1-247-ditto,70,Basic,"[{""info"": ""{C} Copy Anything"", ""effect"": ""Choose 1 of your opponent's Pok\u00e9mon's attacks and use it as this attack. If this Pok\u00e9mon doesn't have the necessary Energy to use that attack, this attack does nothing.""}]",[],"Its transformation ability is perfect. However,<br />if made to laugh, it can’t maintain its disguise.",Fighting,1,
A1-249,A1,249,Porygon,A1,Genetic Apex,Art Rare,Colorless,Pokemon,a1-249-porygon,50,Basic,"[{""info"": ""{C} Sharpen 20"", ""effect"": """"}]","[{""info"": ""Data Scan"", ""effect"": ""Once during your turn, you may look at the top card of your deck.""}]",State-of-the-art technology was used to create<br />Porygon. It was the first artificial Pokémon to be<br />created via computer programming.,Fighting,1,
A1-251,A1,251,Venusaur ex,A1,Genetic Apex,Super Rare,Grass,Pokemon,a1-251-venusaur-ex,190,Stage 2,"[{""info"": ""{GCC} Razor Leaf 60"", ""effect"": """"}, {""info"": ""{GGCC} Giant Bloom 100"", ""effect"": ""Heal 30 damage from this Pok\u00e9mon.""}]",[],,Fire,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-258,A1,258,Articuno ex,A1,Genetic Apex,Super Rare,Water,Pokemon,a1-258-articuno-ex,140,Basic,"[{""info"": ""{WC} Ice Wing 40"", ""effect"": """"}, {""info"": ""{WWW} Blizzard 80"", ""effect"": ""This attack also does 10 damage to each of your opponent's Benched Pok\u00e9mon.""}]",[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-261,A1,261,Gengar ex,A1,Genetic Apex,Super Rare,Psychic,Pokemon,a1-261-gengar-ex,170,Stage 2,"[{""info"": ""{PPP} Spooky Shot 100"", ""effect"": """"}]","[{""info"": ""Shadowy Spellbind"", ""effect"": ""As long as this Pok\u00e9mon is in the Active Spot, your opponent can\u2019t use any Supporter cards from their hand.""}]",,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-262,A1,262,Mewtwo ex,A1,Genetic Apex,Super Rare,Psychic,Pokemon,a1-262-mewtwo-ex,150,Basic,"[{""info"": ""{PC} Psychic Sphere 50"", ""effect"": """"}, {""info"": ""{PPCC} Psydrive 150"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon.""}]",[],,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-264,A1,264,Marowak ex,A1,Genetic Apex,Super Rare,Fighting,Pokemon,a1-264-marowak-ex,140,Stage 1,"[{""info"": ""{FF} Bonemerang 80x"", ""effect"": ""Flip 2 coins. This attack does 80 damage for each heads.""}]",[],,Grass,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-269,A1,269,Koga,A1,Genetic Apex,Super Rare,,Supporter,a1-269-koga,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A1-270,A1,270,Giovanni,A1,Genetic Apex,Super Rare,,Supporter,a1-270-giovanni,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A1-275,A1,275,Articuno ex,A1,Genetic Apex,Special Art Rare,Water,Pokemon,a1-275-articuno-ex,140,Basic,"[{""info"": ""{WC} Ice Wing 40"", ""effect"": """"}, {""info"": ""{WWW} Blizzard 80"", ""effect"": ""This attack also does 10 damage to each of your opponent's Benched Pok\u00e9mon.""}]",[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-277,A1,277,Gengar ex,A1,Genetic Apex,Special Art Rare,Psychic,Pokemon,a1-277-gengar-ex,170,Stage 2,"[{""info"": ""{PPP} Spooky Shot 100"", ""effect"": """"}]","[{""info"": ""Shadowy Spellbind"", ""effect"": ""As long as this Pok\u00e9mon is in the Active Spot, your opponent can\u2019t use any Supporter cards from their hand.""}]",,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-282,A1,282,Mewtwo ex,A1,Genetic Apex,Immersive Rare,Psychic,Pokemon,a1-282-mewtwo-ex,150,Basic,"[{""info"": ""{PC} Psychic Sphere 50"", ""effect"": """"}, {""info"": ""{PPCC} Psydrive 150"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon.""}]",[],,Darkness,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-284,A1,284,Charizard ex,A1,Genetic Apex,Crown Rare,Fire,Pokemon,a1-284-charizard-ex,180,Stage 2,"[{""info"": ""{RCC} Slash 60"", ""effect"": """"}, {""info"": ""{RRCC} Crimson Storm 200"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon.""}]",[],,Water,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-285,A1,285,Pikachu ex,A1,Genetic Apex,Crown Rare,Lightning,Pokemon,a1-285-pikachu-ex,120,Basic,"[{""info"": ""{LL} Circle Circuit 30x"", ""effect"": ""This attack does 30 damage for each of your Benched {L} Pok\u00e9mon.""}]",[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-011,A1,11,Oddish,A1,Genetic Apex,Common,Grass,Pokemon,a1-11-oddish,60,Basic,"[{""info"": ""{G} Ram 20"", ""effect"": """"}]",[],"If exposed to moonlight, it starts to move.<br />It roams far and wide at night to scatter its seeds.",Fire,1,
A1-012,A1,12,Gloom,A1,Genetic Apex,Uncommon,Grass,Pokemon,a1-12-gloom,80,Stage 1,"[{""info"": ""{GC} Drool 40"", ""effect"": """"}]",[],Its pistils exude an incredibly foul odor.<br />The horrid stench can cause fainting at a distance<br />of 1.25 miles.,Fire,2,
A1-013,A1,13,Vileplume,A1,Genetic Apex,Rare,Grass,Pokemon,a1-13-vileplume,140,Stage 2,"[{""info"": ""{GGC} Soothing Scent 80"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep.""}]",[],"It has the world’s largest petals. With every step,<br />the petals shake out heavy clouds of toxic pollen.",Fire,3,
A1-018,A1,18,Bellsprout,A1,Genetic Apex,Common,Grass,Pokemon,a1-18-bellsprout,60,Basic,"[{""info"": ""{G} Vine Whip 20"", ""effect"": """"}]",[],"Even though its body is extremely skinny, it is<br />blindingly fast when catching its prey.",Fire,1,
A1-019,A1,19,Weepinbell,A1,Genetic Apex,Uncommon,Grass,Pokemon,a1-19-weepinbell,90,Stage 1,"[{""info"": ""{GC} Razor Leaf 40"", ""effect"": """"}]",[],The leafy parts act as cutters for slashing foes.<br />It spits a fluid that dissolves everything.,Fire,2,
A1-020,A1,20,Victreebel,A1,Genetic Apex,Rare,Grass,Pokemon,a1-20-victreebel,140,Stage 2,"[{""info"": ""{GC} Vine Whip 60"", ""effect"": """"}]","[{""info"": ""Fragrance Trap"", ""effect"": ""If this Pok\u00e9mon is in the Active Spot, once during your turn, you may switch in 1 of your opponent\u2019s Benched Basic Pok\u00e9mon to the Active Spot.""}]","Said to live in huge colonies deep in jungles,<br />although no one has ever returned from there.",Fire,2,
A1-021,A1,21,Exeggcute,A1,Genetic Apex,Common,Grass,Pokemon,a1-21-exeggcute,50,Basic,"[{""info"": ""{G} Seed Bomb 20"", ""effect"": """"}]",[],"Though it may look like it’s just a bunch of eggs,<br />it’s a proper Pokémon. Exeggcute communicates<br />with others of its kind via telepathy, apparently.",Fire,1,
A1-022,A1,22,Exeggutor,A1,Genetic Apex,Rare,Grass,Pokemon,a1-22-exeggutor,130,Stage 1,"[{""info"": ""{G} Stomp 30+"", ""effect"": ""Flip a coin. If heads, this attack does 30 more damage.""}]",[],Each of Exeggutor’s three heads is thinking<br />different thoughts. The three don’t seem to be<br />very interested in one another.,Fire,3,
A1-023,A1,23,Exeggutor ex,A1,Genetic Apex,Double Rare,Grass,Pokemon,a1-23-exeggutor-ex,160,Stage 1,"[{""info"": ""{G} Tropical Swing 40+"", ""effect"": ""Flip a coin. If heads, this attack does 40 more damage.""}]",[],,Fire,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-024,A1,24,Tangela,A1,Genetic Apex,Common,Grass,Pokemon,a1-24-tangela,80,Basic,"[{""info"": ""{GC} Absorb 40"", ""effect"": ""Heal 10 damage from this Pok\u00e9mon.""}]",[],"Hidden beneath a tangle of vines that grows<br />nonstop even if the vines are torn off, this<br />Pokémon’s true appearance remains a mystery.",Fire,2,
A1-031,A1,31,Skiddo,A1,Genetic Apex,Common,Grass,Pokemon,a1-31-skiddo,70,Basic,"[{""info"": ""{C} Surprise Attack 40"", ""effect"": ""Flip a coin. If tails, this attack does nothing.""}]",[],"Until recently, people living in the mountains<br />would ride on the backs of these Pokémon to<br />traverse the mountain paths.",Fire,1,
A1-032,A1,32,Gogoat,A1,Genetic Apex,Common,Grass,Pokemon,a1-32-gogoat,120,Stage 1,"[{""info"": ""{GCC} Razor Leaf 70"", ""effect"": """"}]",[],"It can sense the feelings of others by touching<br />them with its horns. This species has assisted<br />people with their work since 5,000 years ago.",Fire,2,
A1-033,A1,33,Charmander,A1,Genetic Apex,Common,Fire,Pokemon,a1-33-charmander,60,Basic,"[{""info"": ""{R} Ember 30"", ""effect"": ""Discard a {R} Energy from this Pok\u00e9mon.""}]",[],"It has a preference for hot things. When it rains,<br />steam is said to spout from the tip of its tail.",Water,1,
A1-034,A1,34,Charmeleon,A1,Genetic Apex,Uncommon,Fire,Pokemon,a1-34-charmeleon,90,Stage 1,"[{""info"": ""{RCC} Fire Claws 60"", ""effect"": """"}]",[],"It has a barbaric nature. In battle, it whips its<br />fiery tail around and slashes away with sharp claws.",Water,2,
A1-035,A1,35,Charizard,A1,Genetic Apex,Rare,Fire,Pokemon,a1-35-charizard,150,Stage 2,"[{""info"": ""{RRCC} Fire Spin 150"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon.""}]",[],It spits fire that is hot enough to melt boulders.<br />It may cause forest fires by blowing flames.,Water,2,
A1-036,A1,36,Charizard ex,A1,Genetic Apex,Double Rare,Fire,Pokemon,a1-36-charizard-ex,180,Stage 2,"[{""info"": ""{RCC} Slash 60"", ""effect"": """"}, {""info"": ""{RRCC} Crimson Storm 200"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon.""}]",[],,Water,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-037,A1,37,Vulpix,A1,Genetic Apex,Common,Fire,Pokemon,a1-37-vulpix,50,Basic,"[{""info"": ""{C} Tail Whip"", ""effect"": ""Flip a coin. If heads, the Defending Pok\u00e9mon can't attack during your opponent's next turn.""}]",[],"While young, it has six gorgeous tails. When it<br />grows, several new tails are sprouted.",Water,1,
A1-038,A1,38,Ninetales,A1,Genetic Apex,Uncommon,Fire,Pokemon,a1-38-ninetales,90,Stage 1,"[{""info"": ""{RR} Flamethrower 90"", ""effect"": ""Discard a {R} Energy from this Pok\u00e9mon.""}]",[],"It is said to live 1,000 years, and each of its tails<br />is loaded with supernatural powers.",Water,1,
A1-044,A1,44,Magmar,A1,Genetic Apex,Common,Fire,Pokemon,a1-44-magmar,80,Basic,"[{""info"": ""{RR} Magma Punch 50"", ""effect"": """"}]",[],Magmar dispatches its prey with fire. But it<br />regrets this habit once it realizes that it has<br />burned its intended prey to a charred crisp.,Water,2,
A1-045,A1,45,Flareon,A1,Genetic Apex,Rare,Fire,Pokemon,a1-45-flareon,120,Stage 1,"[{""info"": ""{RCC} Flamethrower 110"", ""effect"": ""Discard 1 {R} Energy from this Pok\u00e9mon.""}]",[],"Inhaled air is carried to its flame sac, heated, <br />and exhaled as fire that reaches over 3,000 <br />degrees Fahrenheit.",Water,2,
A1-046,A1,46,Moltres,A1,Genetic Apex,Rare,Fire,Pokemon,a1-46-moltres,100,Basic,"[{""info"": ""{RCC} Sky Attack 130"", ""effect"": ""Flip a coin. If tails, this attack does nothing.""}]",[],"It’s one of the legendary bird Pokémon. When<br />Moltres flaps its flaming wings, they glimmer with<br />a dazzling red glow.",Lightning,1,
A1-047,A1,47,Moltres ex,A1,Genetic Apex,Double Rare,Fire,Pokemon,a1-47-moltres-ex,140,Basic,"[{""info"": ""{R} Inferno Dance"", ""effect"": ""Flip 3 coins. Take an amount of {R} Energy from your Energy Zone equal to the number of heads and attach it to your Benched {R} Pok\u00e9mon in any way you like.""}, {""info"": ""{RCC} Heat Blast 70"", ""effect"": """"}]",[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-051,A1,51,Sizzlipede,A1,Genetic Apex,Common,Fire,Pokemon,a1-51-sizzlipede,60,Basic,"[{""info"": ""{C} Gnaw 10"", ""effect"": """"}]",[],It stores flammable gas in its body and uses it to<br />generate heat. The yellow sections on its belly<br />get particularly hot.,Water,1,
A1-058,A1,58,Golduck,A1,Genetic Apex,Uncommon,Water,Pokemon,a1-58-golduck,90,Stage 1,"[{""info"": ""{WW} Aqua Edge 70"", ""effect"": """"}]",[],"When it swims at full speed using its long,<br />webbed limbs, its forehead somehow begins<br />to glow.",Lightning,1,
A1-059,A1,59,Poliwag,A1,Genetic Apex,Common,Water,Pokemon,a1-59-poliwag,60,Basic,"[{""info"": ""{C} Razor Fin 10"", ""effect"": """"}]",[],"For Poliwag, swimming is easier than walking.<br />The swirl pattern on its belly is actually part of<br />the Pokémon’s innards showing through the skin.",Lightning,1,
A1-060,A1,60,Poliwhirl,A1,Genetic Apex,Uncommon,Water,Pokemon,a1-60-poliwhirl,90,Stage 1,"[{""info"": ""{CC} Knuckle Punch 40"", ""effect"": """"}]",[],Staring at the swirl on its belly causes drowsiness.<br />This trait of Poliwhirl’s has been used in place of<br />lullabies to get children to go to sleep.,Lightning,2,
A1-061,A1,61,Poliwrath,A1,Genetic Apex,Rare,Water,Pokemon,a1-61-poliwrath,150,Stage 2,"[{""info"": ""{WCC} Mega Punch 80"", ""effect"": """"}]","[{""info"": ""Counterattack"", ""effect"": ""If this Pok\u00e9mon is in the Active Spot and is damaged by an attack from your opponent\u2019s Pok\u00e9mon, do 20 damage to the Attacking Pok\u00e9mon.""}]","Its body is solid muscle. When swimming through<br />cold seas, Poliwrath uses its impressive arms to<br />smash through drift ice and plow forward.",Lightning,2,
A1-074,A1,74,Staryu,A1,Genetic Apex,Common,Water,Pokemon,a1-74-staryu,50,Basic,"[{""info"": ""{W} Smack 20"", ""effect"": """"}]",[],"If you visit a beach at the end of summer, you’ll<br />be able to see groups of Staryu lighting up in a<br />steady rhythm.",Lightning,1,
A1-075,A1,75,Starmie,A1,Genetic Apex,Uncommon,Water,Pokemon,a1-75-starmie,90,Stage 1,"[{""info"": ""{W} Wave Splash 40"", ""effect"": """"}]",[],This Pokémon has an organ known as its core.<br />The organ glows in seven colors when Starmie is<br />unleashing its potent psychic powers.,Lightning,0,
A1-076,A1,76,Starmie ex,A1,Genetic Apex,Double Rare,Water,Pokemon,a1-76-starmie-ex,130,Stage 1,"[{""info"": ""{WW} Hydro Splash 90"", ""effect"": """"}]",[],,Lightning,0,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A1-079,A1,79,Lapras,A1,Genetic Apex,Rare,Water,Pokemon,a1-79-lapras,100,Basic,"[{""info"": ""{W} Hydro Pump 20+"", ""effect"": ""If this Pok\u00e9mon has at least 3 extra {W} Energy attached, this attack does 70 more damage.""}]",[],"A smart and kindhearted Pokémon,<br />it glides across the surface of the sea while<br />its beautiful song echoes around it.",Lightning,2,
A1-085,A1,85,Ducklett,A1,Genetic Apex,Common,Water,Pokemon,a1-85-ducklett,50,Basic,"[{""info"": ""{CC} Flap 30"", ""effect"": """"}]",[],"When attacked, it uses its feathers to splash water,<br />escaping under cover of the spray.",Lightning,1,
A1-086,A1,86,Swanna,A1,Genetic Apex,Uncommon,Water,Pokemon,a1-86-swanna,90,Stage 1,"[{""info"": ""{CCC} Wing Attack 70"", ""effect"": """"}]",[],"Despite their elegant appearance, they can flap<br />their wings strongly and fly for thousands of miles.",Lightning,1,
A1-087,A1,87,Froakie,A1,Genetic Apex,Common,Water,Pokemon,a1-87-froakie,60,Basic,"[{""info"": ""{C} Flop 10"", ""effect"": """"}]",[],It secretes flexible bubbles from its chest and back.<br />The bubbles reduce the damage it would otherwise<br />take when attacked.,Lightning,1,
A1-088,A1,88,Frogadier,A1,Genetic Apex,Uncommon,Water,Pokemon,a1-88-frogadier,80,Stage 1,"[{""info"": ""{C} Water Drip 30"", ""effect"": """"}]",[],"It can throw bubble-covered pebbles with precise <br />control, hitting empty cans up to a hundred feet away.",Lightning,1,
A1-089,A1,89,Greninja,A1,Genetic Apex,Rare,Water,Pokemon,a1-89-greninja,120,Stage 2,"[{""info"": ""{WC} Mist Slash 60"", ""effect"": """"}]","[{""info"": ""Water Shuriken"", ""effect"": ""Once during your turn, you may do 20 damage to 1 of your opponent\u2019s Pok\u00e9mon.""}]","It creates throwing stars out of compressed water. <br />When it spins them and throws them at high speed, <br />these stars can split metal in two.",Lightning,1,
